Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Snacks - Roasted Multigrain Minty,GoodDiet,100 g,Rs 69,"['This is a no-fry, must-try snack which contains all the goodness of multi-grains and pulses. There is more to the bite with peanuts and chana in it. And There is even more to the taste with the unique mint masala flavour. With the main nutritional benefits of bajra, moong, and peanuts, you will be all set to control cholesterol level and prevent major heart ailments. Rest assured, snacking with bb GoodDiet Roasted Multigrain Minty will give you a right mix of flavour and nutrition in one go.  Frying food increases your fat and calorie content. Enjoy these completely roasted snacks and say hello to a happier and healthier you.']"
Signature Dry Fruit - Black Grape,Fresho Signature,Dehydrated,Rs 65,"['Fresho Signature Candied Dry Fruits are a delicious snack that comes in 13 delectable variants. These can also be used in preparing yummy cakes, cookies and muffins or used as a topping on desserts like custards and ice creams. You can also add them to your breakfast cereals to make them delightful. Dry Fruits can be used as a major ingredient for making traditional Indian sweets. These are candied with sulfur-less sugar and liquid glucose. Fresho Signature Candied Dry Fruits are a rich source of anti-oxidants and nutrients, no artificial color, flavor or preservative is added to any of the products, thereby making them 100% natural and healthy for consumption.']"
Granola - Hazelnut & Almond,GoodDiet,Gluten free,Rs 249,"['Good Diet Granolas are subtle and naturally sweetened with honey and toasted to perfection. They are suitable for every age group in the family. The power-packed ingredients and varied flavours on the granola acts as a good booster to start your day healthy. It is made with the goodness of pecans, almonds and nutritious seeds. It is dairy-free, gluten-free and naturally sweetened. It does not contain eggs or added preservatives. It is a good source of plant protein and fibre. It has no cholesterol and trans fat.']"
Nutrition Bar - Gojiberry,GoodDiet,Blackcurrant & Cashews,Rs 40,"['Good Diet nutrition bars are guilt-free, wholesome and healthy snacks that contain natural ingredients and are ideal to be carried on-the-go, and can also be given to children as a healthy replacement for chocolate or cookie snacks. Our range of bars will provide you with the nutrients your body requires to become stronger and healthier. The bars contain no preservatives, artificial flavours or colours. It also contains no added sugars, synthetic syrups or other chemicals, soy protein or hydrogenated oil.\xa0Each 40 gm of our nutrition bar provides you with 5g protein, 31mg calcium, 147 mg potassium, and 184 mcg Vitamin A, making this a super snack for your entire family.']"
Granola - Hazelnut & Almond,GoodDiet,Gluten free,Rs 249,"['Good Diet Granolas are subtle and naturally sweetened with honey and toasted to perfection. They are suitable for every age group in the family. The power-packed ingredients and varied flavours on the granola acts as a good booster to start your day healthy. It is made with the goodness of pecans, almonds and nutritious seeds. It is dairy-free, gluten-free and naturally sweetened. It does not contain eggs or added preservatives. It is a good source of plant protein and fibre. It has no cholesterol and trans fat.']"
Nutrition Bar - Gojiberry,GoodDiet,Blackcurrant & Cashews,Rs 40,"['Good Diet nutrition bars are guilt-free, wholesome and healthy snacks that contain natural ingredients and are ideal to be carried on-the-go, and can also be given to children as a healthy replacement for chocolate or cookie snacks. Our range of bars will provide you with the nutrients your body requires to become stronger and healthier. The bars contain no preservatives, artificial flavours or colours. It also contains no added sugars, synthetic syrups or other chemicals, soy protein or hydrogenated oil.\xa0Each 40 gm of our nutrition bar provides you with 5g protein, 31mg calcium, 147 mg potassium, and 184 mcg Vitamin A, making this a super snack for your entire family.']"
Assorted Crispy Treats,Lindberg,200 g,Rs 325,"['Lindbergs milk chocolate, white chocolate, mocha flavoured and pineapple flavoured treats- all in one pack. Enjoy bite-sized happiness with your loved ones, perfect for sharing and celebrating!']"
Crackers -Tomato,GoodDiet,Gluten free,Rs 159,"['Good Diet Crackers are gluten-free and they come in a variety of flavours. These deliciously crunchy and high-quality crackers are naturally sweetened and contain no dairy or added preservatives. You can relish them the way they are, paired with tea/coffee or you could add toppings and pair it with dips of your choice. They are a good source of protein and fibre. It also contains no cholesterol and trans fat.']"
Chocochip Cookies,Tasties,75 g,Rs 25.50,"['Baked to perfection, this chocolatey delight is crunchy and tasty. Sprinkled with yummy choco chips, give yourself a chocolicious experience every day with the heavenly taste of these cookies.']"
Classic - Milk Chocolate Crispies,Lindberg,100 g,Rs 149,"['These are crunchy caramelised rice crisps smothered in creamy milk chocolate. It is carefully handcrafted to develop the delectable crunch and is perfect to share with your friends and family, this one is crowd pleaser!']"
Bajra Mixture - Spicy Masala,GoodDiet,100 g,Rs 69,"['Bajra Mixture contains the goodness of pearl millet (Bajra), grams, green grams (Moong), red gram (Masoor) and melon seeds. All these make the mix a high protein, iron-rich and fibre rich blend, which can give you essential nutrition on the go.']"
Almonds Chocolate Bar - Pure Belgian,Lindberg,50 g,Rs 109,['Smooth Belgian milk chocolates with crunchy almonds to give you the best of both worlds! Lindberg chocolates are crafted with 70% pure cocoa extracts to give you the perfectly rich and melt-in-the-mouth chocolate experience! These contain no added preservatives and make perfect treats to celebrate with or to create delicious homemade desserts with.']
Assorted Gift Box - Pure Belgian Chocolate Truffles,Lindberg,50 g,Rs 159,"['Experience a pure Belgian chocolate experience 5 ways with Lindbergs assorted truffles box. Roasted almonds, nutty hazelnuts, fruits and nuts with milk chocolate, pure milk chocolate filled with orange and aromatic coffee blended in chocolate, all in one! Crafted by experts using the best couverture chocolate, these are perfect for gifting to loved ones. Try these melt-in-the-mouth treats now!']"
Buckwheat Seed,GoodDiet,500 g,Rs 175,"['Buckwheat seeds are versatile grains that can be incorporated into your diet, in salads, baked goods, and even as porridge. They are known for reducing cholesterol and managing blood pressure. They help in digestion as they are high in fibre']"
Biscotti - Cranberry,GoodDiet,Gluten Free,Rs 159,"['These are gluten-free biscottis and are minimally processed, mildly sweetened and are perfect for breakfast, as a snack or a midnight dessert. It is a healthy alternative to refined flour cookies. It does not contain gluten and is dairy-free. It is naturally sweetened, has no added preservatives or cholesterol and trans fat.']"
Chef Marmalade - Chunky Orange,Happy Chef,330 g,Rs 119,"['Happy Chef Chunky Orange Marmalade is made with fresh oranges from Nagpur. The pulp along with their fine rind are used in this traditional English recipe. The best thing about the Chunky Orange Marmalade is the fresh, sweet and sour taste of the orange and its peel. Spread it on rotis or breads, use it to attract your kids to a healthy and tasty breakfast.']"
Seeds Mix - Jalapeno,GoodDiet,125 g,Rs 149,"['The Seed mix- Jalapeno is a tasty blend of pumpkin seeds, melon seeds, flaxseed, sunflower seeds and chia\xa0seeds. The mixture is high in protein, antioxidants, fibre content, omega 3 and many more essential nutrients. A handful of this mix can provide you with essential nutrients which you may not get from a regular diet. All that without harmful fats and guilt. Frying food increases your fat and calorie content. Enjoy these completely roasted snacks and say hello to a happier and healthier you.']"
Multigrain Mixture - Chatpata Masala,GoodDiet,100 g,Rs 79,"['This is a no-fry, must-try snack which contains all the goodness of multi-grains and pulses. With the main nutritional benefits of bajra, moong, and peanuts, you will be all set to control cholesterol level and prevent major heart ailments.Rest assured, snacking with bb GoodDiet Roasted Multigrain Chatpata will give you a right mix of flavour and nutrition in one go. \xa0Frying food increases your fat and calorie content. Enjoy these completely roasted snacks and say hello to a happier and healthier you.']"
Signature Dry Fruit - Mixed Chatpata,Fresho Signature,Dehydrated,Rs 149,"['Fresho Signature Candied Dry Fruits are a delicious snack that comes in 13 delectable variants. These can also be used in preparing yummy cakes, cookies and muffins or used as a topping on desserts like custards and ice creams. You can also add them to your breakfast cereals to make them delightful. Dry Fruits can be used as a major ingredient for making traditional Indian sweets. These are candied with sulfur-less sugar and liquid glucose. Fresho Signature Candied Dry Fruits are a rich source of anti-oxidants and nutrients, no artificial color, flavor or preservative is added to any of the products, thereby making them 100% natural and healthy for consumption.']"
Granola - Honey Nut,GoodDiet,Gluten free,Rs 249,"['Good Diet Granolas are subtle and naturally sweetened with honey and toasted to perfection. They are suitable for every age group in the family. The power-packed ingredients and varied flavours on the granola acts as a good booster to start your day healthy. It is made with the goodness of pecans, almonds and nutritious seeds. It is dairy-free, gluten-free and naturally sweetened. It does not contain eggs or added preservatives. It is a good source of plant protein and fibre. It has no cholesterol and trans fat.']"
Chef Sauce - Whole Grain Mustard,Happy Chef,250 g,Rs 119,['Happy Chef whole grain mustard involves an original French recipe when combined with cheese. Get ready to indulge yourself into the finest range of sauces and dips. No added colour and no added flavour is present in it. It adds a spicy flavour to your sandwiches and burgers.']
White Quinoa Grains,GoodDiet,250 g,Rs 145,"['Looking for an exciting gourmet change to your daily meals? Upgrade your pulao by using Bb Superfoods ready to cook Quinoa grains, for a new & unique flavour, which cooks as easily as rice. This healthy alternative is regarded as a complete protein, as it contains all nine essential amino acids, and is a generous source of calcium.']"
Roasted Flaxseed - Black Salt,GoodDiet,150 g,Rs 99,"['Roasted Flaxseeds are a rich source of omega 3 fatty acids, fibres and antioxidants which prevent heart-related problems and fights cholesterol. A teaspoonful is what you need to keep your heart young and healthy.Say Goodbye to chips and other fat-rich snacks and switch to better snack. Munch on this, whenever you want and say goodbye to all your small hunger pangs. This healthy and tasty snack can be enjoyed everywhere and anywhere.']"
Almonds - Milk Chocolate Coated Nuts,Lindberg,100 g,Rs 296.65,"['It has perfectly roasted almonds smothered in creamy milk chocolate. Whether you are giving someone a delicious chocolate gift or are indulging at home by yourself, these crunchy yet silky chocolate almonds are a great choice.']"
Snacks - Roasted Amaranth Mix,GoodDiet,100 g,Rs 79,"['Bb GoodDiet Amaranth Mix has the goodness of leafy vegetables and the proteins of Jowar at the same time. Amaranthus, popularly known as Rajgira in India, is both tasty and healthy. Jowar helps you in weight loss as well as in strengthening the muscles. Health is on your platter with this roasted high protein mixture.  Frying food increases your fat and calorie content. Enjoy these completely roasted snacks and say hello to a happier & healthier you.']"
Chef Conserve - Jamun,Happy Chef,330 g,Rs 119,['Made with jamun (black plum). This conserve has a fresh fruity flavor of sweet jamun.']
Milk Chocolate Bar - Pure Belgian,Lindberg,45 g,Rs 109,"['Indulge in the rich, creamy and pure Belgian milk chocolate by Lindberg. Elevate your homemade desserts with this or simply satisfy your sweet cravings with the finest 70% couverture chocolates. These are perfect for sharing or gifting to your friends and contain no added preservatives. You cant just stop at one.']"
Snacks - Roasted Oats Mix Wasabi,GoodDiet,125 g,Rs 79,"['The goodness of\xa0oats, taste of\xa0roasted\xa0chana, nutrition of rice & sorghum (jowar) flakes, and the spice of wasabi- all come together to make a pack of Bb GoodDiet\xa0Oats Mix\xa0Wasabi. This non-fried snack is mainly made of Bengal gram (chana) and rice flakes. The\xa0proteins\xa0in Bengal gram doubles up as an energy booster as well as helps in your digestive process. Pep up your health with the goodness of this healthy and tasty\xa0snack.\xa0 Frying food increases your fat and calorie content. Enjoy these completely roasted snacks and say hello to a happier and healthier you.']"
Nutrition Bar - Tropical Mango,GoodDiet,Ginger & Sesame Seeds,Rs 40,"['Good Diet nutrition bars are guilt-free, wholesome and healthy snacks that contain natural ingredients and are ideal to be carried on-the-go, and can also be given to children as a healthy replacement for chocolate or cookie snacks. Our range of bars will provide you with the nutrients your body requires to become stronger and healthier. The bars contain no preservatives, artificial flavours or colours. It also contains no added sugars, synthetic syrups or other chemicals, soy protein or hydrogenated oil.\xa0Each 40 gm of our nutrition bar provides you with 5g protein, 50 mg calcium, 75 mg magnesium and 14 mcg Vitamin A, making this a super snack for your entire family.']"
20g Protein Bar - Chocolate Cranberry,GoodDiet,65 g,Rs 99,"['Bigbasket brings you the Gooddiet Protein Bars. Each 65g bar gives you essential 20g protein which you need to complete the sport session of yours. The bar is rich in fibres and essential carbs, that makes it the complete workout solution.\xa0Each bar contains premium quality USDA certified whey protein isolate, milk protein, berries/nuts, almond butter and honey. The bar has no added preservatives and has no refined sugar.']"
20g Protein Bar - Hazelnut Coffee,GoodDiet,65 g,Rs 99,"['Bigbasket brings you the Gooddiet Protein Bars. Each 65g bar gives you essential 20g protein which you need to complete the sport session of yours. The bar is rich in fibres and essential carbs, that makes it the complete workout solution.\xa0Each bar contains premium quality USDA certified whey protein isolate, milk protein, berries/nuts, almond butter and honey. The bar has no added preservatives and has no refined sugar.']"
Diet Snack - Chilli Lime,GoodDiet,100 g,Rs 79,"['This diet snack contains peanuts, sorghum (Jowar) and chana as main ingredients. Rich in protein, It helps in fighting bad cholesterol and helps you control your weight. Say Goodbye to chips and other fat-rich snacks and switch to better snack. Munch on this, whenever you want and say goodbye to all your small hunger pangs. This healthy and tasty snack can be enjoyed everywhere and anywhere.']"
