Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Combo Harpic Bathroom Cleaning Liquid-Floral 500ml+Scotch Brite Scrub Sponge Large 1pc,bb Combo,Combo 2 Items,Rs 124,"['Harpic is Indias No.1 Toilet Cleaning Brand which is highly recommended by the Indian Medical Association. Harpic guarantees to kill 99.99% of disease-causing bacteria as well as germs and viruses while leaving your toilets and bathrooms smelling fragrant with a wide variety of mesmerising aromas.Effective on tiles, floor, basin and most bathroom surfacesThick liquid formula with powerful cleaning agents.Removes tough stains and leaves a pleasant fresh fragrance.Available in variants: Lemon, Floral Available Sizes: 500ml and 1LScotch-Brite Scrub Sponge is designed with a superior quality sponge backing which helps it to Stay Firm for a longer time.A Perfect tool with both scrub pad & sponge on either side that helps you to wash utensils very easily.']"
 Toilet Tissue Roll,Premier ,330 pcs Pack of 4,Rs 180,"['Premier Toilet Rolls are soft, absorbent and have high dry strength however they are much rapidly dissolving and disintegrate much faster than average toilet paper. Featuring a floral embossing pattern for premium softness. The faster disintegration means you can flush away the potential for clogging.']"
2 Ply Kitchen Towels,Origami,60 pulls Pack of 2,Rs 140,"['Origami helps keep your kitchen neat and clean with this unique range of kitchen towels. They are highly absorbent and help to clean wet surfaces easily. These towels are dispenser friendly, convenient, tough and have clear perforation. They are produced with the latest technology to ensure superior quality and hygiene. Origami products come with an added advantage of being Eco-friendly and are made from regenerative forest resources or recyclable materials, thus also lessening the impact on the environment, making the kitchen towels a must-have!']"
Dish Shine - Bar,Exo,125 g (3+1 pack),Rs 30,"['Exo Dish Shine Bar product not only cleans your utensils, but also protects them from harmful germs and bacteria. It is fortified with powerful anti-bacterial agents and kills disease-causing bacteria that enter your food through the contamination of vessels. It contains many anti-microbial agents that keep your vessels away from microbes and dirt. The powerful formula removes sticky oil stains, stubborn and grime burnt food residues from utensils and makes them sparkling and safe.']"
Home Toilet Cleaner - Rose,BB Home,500 ml,Rs 40,['BB Home Toilet Cleaner with 99.99% germ killer ingredient is the ideal product for your toilet cleaning solution.\xa0Packed with industry benchmarked solutions BB Home Toilet Cleaner works on effectively on both western and Indian style toilet bowl in removing limescale and yellow stains giving your toilet bowl a sparkling look and pleasant odour with each usage.']
Phenyle - Black Disinfectant Fluid,Germisol,500 ml Bottle,Rs 73,['Germisol Black Disinfectant fluid contains greatly disinfectant and fast acting. This is successful in cleaning the floors and other area. It is in dazzling black liquid with carbolic odor and once after a clean it gives a glitter look.']
Dishwash Liquid,Pril,120 ml,Rs 20,"['Pril Liquid has a unique formula making it non messy and gentle to the skin, thus leaving both your dishes as well as your hands clean, smooth and pleasant. Pril Liquid continues to be a heavyweight in the dish-washing segment in India, providing unparalleled protection and flawless results.']"
Paper Napkins (30 X 30 cm),Godya,100 pcs,Rs 60,"['Origami presents multipurpose napkins. They are assured to be hygienic and absorbent making it effective in coping with spills and splashes. These products are convenient to dispose and are of high quality, making it a must-have for all your parties, outings as well as your home and office needs. These are manufactured from recycled materials or regenerative forest sources. So next time you use a napkin, do so without impacting the environment!']"
Toilet Rim Block Hygienic- Citrus,Harpic,2x26 g Multi Pack,Rs 137.64,"['Now a product that will clean, shine, perfume and even disinfect your toilet!\r\nHarpic Hygienic is an innovative cage-free toilet block that help clean and freshen with every flush. The toilet rim block works to maintain a constantly fresh and hygienic toilet. So your toilet feels fresher for longer, even in between cleans. Harpic Hygienic targets the toilet bowl for stains and deposits, and keeps it visibly clean and fresh for longer. The set of fragrances available include Citrus, Lavender and Jasmine that keep away odour and give a pleasant fragrance with every flush. Whats more? It fits discreetly under the rim and prevents limescale deposits and even germs.\r\nA single block of Harpic hygiene lasts upto 3 weeks depending upon your usage. It can help prevent limescale build-up, keeping your toilet clean for longer. For regular cleaning, use Harpic liquid.\r\nCaution: Use only for toilet bowls. Keep the block out of the reach of children. Avoid contact with eyes and skin. In case of accidental contact with eyes or skin, wash immediately with plenty of water. If irritation develops and persists, seek medical advice. DO NOT SWALLOW. If swallowed, seek medical advice immediately and show this container or label.']"
brite Sponge Wipe - Large,Scotch brite,5 pcs,Rs 316,"['The Sponge Wipe is a one swipe cleaner for kitchen counter tops, tables, and other kitchen appliances. The kitchen surfaces and dining table are all spaces that are most susceptible to spills and cleaning them is a mess. Sponge Wipe from Scotch-Brite is all it takes to keep them mess-free in a single swipe!\nThis brilliant offering from Scotch-Brite cleans any mess in a single swipe without leaving behind water-marks. It is multi-purpose and does a great job while also being economical.\nThe Sponge Wipe can be washed and used several times providing real value-for-money.']"
Camphor Camphor Tablets,R.E Camphor,100 pcs,Rs 50,['Camphor Tablets are waxy white coloured solids that have a strong odour. They are broadly used in Hindu religious ceremonies.']
 Complete Detergent Washing Powder- Value Pack,Ariel ,4 kg,Rs 1160,"['New Ariel Complete Detergent Washing Powder gives you tough stain removal in just 1 wash. Designed to work in a semi-automatic washing machine, Ariel gives brilliant results in both semi-automatic washing machine as well as in hand wash. Ariel dissolves in water completely to remove tough stains like juice, chocolate, tomato and butter/ghee. Perfect for all your clothes, Ariel washing powder helps to give you impeccable cleaning and keeps your clothes smelling fresh. Step out into the world with confidence knowing that you have Ariel as your partner in the laundry.']"
 Toilet Freshener - Mix Fragrance,Odonil ,75 g Buy 3 Get 1 Free,Rs 210,"['Odonil Air Fresheners are available in Block formats. Odonil Blocks are small space fragrances which can be used in your bathrooms, cupboards etc. Odonil Blocks come in a range of exciting fragrances.']"
Kitchen Cleaner - Power,Lizol,Trigger,Rs 83,"['Lizol Power Kitchen Cleaner Trigger removes 99.9% germs, grease, baked on food, food stains, dirt and grime. They are suitable for food contact surfaces which are non-porous and kills bacteria and viruses like E.Coli, Salmonella, Staph, Pseudomonas Aeruginosa, etc. on hard non-porous surfaces. It has a clean and fresh scent and no harsh chemical residue.']"
Bathroom Wiper,Magix,1 pc 3 Feet Rod With 14 Inch Wiper,Rs 165,['Magix Bathroom wiper used to wipe water from the floor. It has special rubber which increases life of this wiper & gives it super strength. Rubber does not cracks. Wiper comes with Rod.']
Home Toilet Roll - 2 Ply,BB Home,200 pulls Pack of 10,Rs 201,"[""BB Home Toilet Roll is made with 100% virgin fibre. It's soft and absorbent and can it is flush friendly.Perfect for daily use, it comes with perforation for easy tear.""]"
Refresh Lemon & Rose Detergent Powder,Rin,1 kg,Rs 79,"['Presenting new Rin Refresh Powder - with the promise of whiter and brighter clothes with the fragrance of lemon & rose, so that you can dress to progress! As you stride forward on your journey through life, Rin gives you the confidence to shine, all day, every day. With its superior technology, this detergent powder brightens your whites and coloured clothes. Rin detergent powder breathes life back into your whites and coloured clothes so that they shine like new. It dissolves quickly in water, targets and gets rid of the toughest of dirt without leaving any residue on your fabrics. It also has a fragrance which ensures your clothes smell fresh and make you feel refreshed all day. With Rin by your side, let your confidence shine as bright as your clothes do! Rin Refresh Powder works equally well for bucket wash and machine wash, to give you the brightest results.Available in different pack sizes, Rin is here to help you achieve the all-around cleanliness your clothes need!']"
Combo Exo Dishwash Bar- Round 700 gm Box + Pril Dishwash Liquid- Active 2X Lime 225 ml,bb Combo,Combo 2 Items,Rs 98,"['Exo Dish Shine Round makes your vessels odorous and removes the stain. The fast action formula with the hyper-cleaning technology quickly removes the toughest of stains and makes your vessels shine like never before. This dishwashing bar does not leave traces on the vessel and hence it can be easily washed. It works hard on grease and stains, keeping your utensils fresh and shining. It contains many anti-microbial agents that keep your vessels away from dirt and microbes which do not create pealing or itching of your skin.Pril dishwash liquid has powerful active 2x molecules that cut away tough grease residue, removes the food smell and leaves the utensils sparkling clean.']"
